case_id,expected_rule_id,expected_proof_state,expected_corrective_action,expected_human_review_flag,predicted_rule_id,predicted_proof_state,validated_proof_state,proof_state_confidence,supporting_evidence,missing_evidence,evidence_matrix_json,framework_corrective_action,framework_case_file_summary,human_review_flag,unsupported_claim_flag,legal_validation_passed,evidence_completeness_score,rule_match_flag,model_variant,output_version
CASE_0046,MIN_R05,insufficient_evidence,Request additional evidence before enforcement classification,no,MIN_R05,insufficient_evidence,insufficient_evidence,0.786,regulated item and controlled action; threshold exceedance; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""invalid"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_0046: Minamata-inspired case assessed as insufficient evidence based on regulated item and controlled action, threshold exceedance, domestic/permit mapping available.",no,no,yes,0.815,yes,EnvLex-Lite,v1.0
CASE_0047,MIN_R01,confirmed_violation,Stop release; submit verified lab report; provide mercury-waste record,no,MIN_R01,confirmed_violation,confirmed_violation,0.834,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Stop release; submit verified lab report; provide mercury-waste record,"CASE_0047: Minamata-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.935,yes,EnvLex-Lite,v1.0
CASE_0048,MIN_R05,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,MIN_R05,human_review_required,human_review_required,0.627,regulated item and controlled action; threshold exceedance,complete required document; verified evidence-quality record; domestic mapping confirmation; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""unknown"",""evidence_quality"":""partial"",""domestic_mapping"":""no"",""missing_critical_field"":""no"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,"CASE_0048: Minamata-inspired case assessed as human review required based on regulated item and controlled action, threshold exceedance.",yes,no,yes,0.834,yes,EnvLex-Lite,v1.0
CASE_0049,BAS_R02,no_violation,Close preliminary review; retain compliance record,no,BAS_R02,no_violation,no_violation,0.86,valid evidence quality,none,"{""rule_applicability"":""no"",""obligation_exists"":""no"",""factual_breach"":""no"",""evidence_quality"":""verified"",""domestic_mapping"":""not_required"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,CASE_0049: Basel-inspired case assessed as no violation based on valid evidence quality.,no,no,yes,0.918,yes,EnvLex-Lite,v1.0
CASE_0050,STO_R04,insufficient_evidence,Request additional evidence before enforcement classification,no,STO_R04,insufficient_evidence,insufficient_evidence,0.59,regulated item and controlled action,complete required document; verified evidence-quality record; domestic mapping confirmation,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""missing"",""domestic_mapping"":""unclear"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,CASE_0050: Stockholm-inspired case assessed as insufficient evidence based on regulated item and controlled action.,no,no,yes,0.703,yes,EnvLex-Lite,v1.0
CASE_0051,STO_R03,confirmed_violation,Verify exemption status; submit complete disposal/storage documentation,no,STO_R03,confirmed_violation,confirmed_violation,0.918,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Verify exemption status; submit complete disposal/storage documentation,"CASE_0051: Stockholm-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.945,yes,EnvLex-Lite,v1.0
CASE_0052,MIN_R01,no_violation,Close preliminary review; retain compliance record,no,MIN_R01,no_violation,no_violation,0.975,valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""no"",""obligation_exists"":""yes"",""factual_breach"":""no"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,"CASE_0052: Minamata-inspired case assessed as no violation based on valid evidence quality, domestic/permit mapping available.",no,no,yes,0.941,yes,EnvLex-Lite,v1.0
CASE_0053,BAS_R01,probable_violation,Request missing support; issue provisional review notice; verify documents,no,BAS_R01,probable_violation,probable_violation,0.803,regulated item and controlled action; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""partial"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request missing support; issue provisional review notice; verify documents,"CASE_0053: Basel-inspired case assessed as probable violation based on regulated item and controlled action, domestic/permit mapping available.",no,no,yes,0.902,yes,EnvLex-Lite,v1.0
CASE_0054,BAS_R04,no_violation,Close preliminary review; retain compliance record,no,BAS_R04,no_violation,no_violation,0.979,threshold exceedance; valid evidence quality,none,"{""rule_applicability"":""no"",""obligation_exists"":""yes"",""factual_breach"":""no"",""evidence_quality"":""valid"",""domestic_mapping"":""not_required"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,"CASE_0054: Basel-inspired case assessed as no violation based on threshold exceedance, valid evidence quality.",no,no,yes,0.872,yes,EnvLex-Lite,v1.0
CASE_0055,BAS_R05,confirmed_violation,Suspend movement; obtain consent; submit movement/disposal trail,no,BAS_R05,confirmed_violation,confirmed_violation,0.918,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Suspend movement; obtain consent; submit movement/disposal trail,"CASE_0055: Basel-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.906,yes,EnvLex-Lite,v1.0
CASE_0056,MIN_R03,probable_violation,Request missing support; issue provisional review notice; verify documents,no,MIN_R03,probable_violation,probable_violation,0.781,regulated item and controlled action; threshold exceedance; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request missing support; issue provisional review notice; verify documents,"CASE_0056: Minamata-inspired case assessed as probable violation based on regulated item and controlled action, threshold exceedance, valid evidence quality.",no,no,yes,0.877,yes,EnvLex-Lite,v1.0
CASE_0057,MON_R03,confirmed_violation,Suspend ODS activity; provide license and quota compliance record,no,MON_R03,confirmed_violation,confirmed_violation,0.829,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Suspend ODS activity; provide license and quota compliance record,"CASE_0057: Montreal-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.897,yes,EnvLex-Lite,v1.0
CASE_0058,STO_R02,probable_violation,Request missing support; issue provisional review notice; verify documents,no,STO_R02,probable_violation,probable_violation,0.605,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Request missing support; issue provisional review notice; verify documents,"CASE_0058: Stockholm-inspired case assessed as probable violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.946,yes,EnvLex-Lite,v1.0
CASE_0059,STO_R03,insufficient_evidence,Request additional evidence before enforcement classification,no,STO_R03,insufficient_evidence,insufficient_evidence,0.771,regulated item and controlled action; threshold exceedance; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""unverified"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_0059: Stockholm-inspired case assessed as insufficient evidence based on regulated item and controlled action, threshold exceedance, domestic/permit mapping available.",no,no,yes,0.893,yes,EnvLex-Lite,v1.0
CASE_0060,BAS_R04,confirmed_violation,Suspend movement; obtain consent; submit movement/disposal trail,no,BAS_R04,confirmed_violation,confirmed_violation,0.917,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Suspend movement; obtain consent; submit movement/disposal trail,"CASE_0060: Basel-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.945,yes,EnvLex-Lite,v1.0
