case_id,rule_family,candidate_rule_id,entity_type,material_type,action_type,is_regulated_item,is_controlled_action,required_document_status,exemption_status,observed_value,legal_limit,unit,exceedance_ratio,evidence_quality,domestic_mapping_available,prior_warning,repeat_event,inspection_text,normalized_text_length_words,missing_critical_field,structured_text_conflict,rule_applicability,obligation_exists,factual_breach_indicator,evidence_complete,case_complexity_score,rule_logic_type,public_record_flag,deidentified
CASE_0085,Montreal-inspired,MON_R03,storage_operator,HCFC_batch,use,yes,yes,missing,not_applicable,156.3,125.8,kg,1.242,valid,yes,yes,no,Officer remark indicates regulated activity continued despite missing consent evidence. ODS license and quota evidence were examined.,17,no,no,yes,yes,yes,yes,0.59,quota-based,deidentified_rule_mapped,yes
CASE_0086,Montreal-inspired,MON_R04,chemical_exporter,ODS_blend,sale,yes,yes,partial,conflicting,190.7,146,kg,1.306,partial,yes,yes,yes,Officer remark contains ambiguous mapping and unclear exemption status. ODS license and quota evidence were examined.,16,no,yes,yes,yes,unknown,partial,0.68,quota-based,deidentified_rule_mapped,yes
CASE_0087,Montreal-inspired,MON_R05,chemical_exporter,refrigerant_stock,import,yes,yes,expired,not_applicable,1145.7,653.9,kg,1.752,verified,yes,no,no,Audit observation confirms breach indicators with supporting document gap. ODS license and quota evidence were examined.,16,no,no,yes,yes,yes,yes,0.82,quota-based,deidentified_rule_mapped,yes
CASE_0088,Stockholm-inspired,STO_R01,waste_handler,listed_POP,use,yes,yes,unclear,invalid,298.2,369.8,kg,0.806,partial,yes,no,yes,Inspection note suggests likely breach but one supporting record remains incomplete. POP exemption and disposal status were examined.,18,no,no,yes,yes,likely,partial,0.61,exemption-based,deidentified_rule_mapped,yes
CASE_0089,Stockholm-inspired,STO_R01,waste_handler,listed_POP,use,yes,yes,missing,unclear,180.5,345.9,kg,0.522,unverified,yes,yes,yes,Audit observation lacks enough support for a confirmed legal conclusion. POP exemption and disposal status were examined.,17,yes,no,yes,yes,unknown,no,0.62,exemption-based,deidentified_rule_mapped,yes
CASE_0090,Montreal-inspired,MON_R05,importer,refrigerant_stock,import,yes,yes,unclear,unclear,524.3,653.9,kg,0.802,valid,yes,yes,yes,Audit observation shows mixed evidence requiring human legal review. ODS license and quota evidence were examined.,16,yes,yes,yes,yes,likely,partial,0.53,quota-based,deidentified_rule_mapped,yes
CASE_0091,Stockholm-inspired,STO_R02,chemical_exporter,PCB_stock,storage,yes,yes,unclear,invalid,389.9,323,kg,1.207,partial,yes,no,yes,Officer remark reports partial document trail and possible controlled activity. POP exemption and disposal status were examined.,17,no,no,yes,yes,likely,partial,0.76,exemption-based,deidentified_rule_mapped,yes
CASE_0092,Minamata-inspired,MIN_R01,chemical_exporter,mercury_release,release,yes,yes,expired,not_applicable,0.0615,0.0413,mg/L,1.489,valid,yes,no,yes,Officer remark indicates regulated activity continued despite missing consent evidence. Mercury value and laboratory evidence were examined.,17,no,no,yes,yes,yes,yes,0.9,threshold-based,deidentified_rule_mapped,yes
CASE_0093,Minamata-inspired,MIN_R04,waste_handler,mercury_contaminated_effluent,treatment,yes,yes,missing,not_applicable,0.0921,0.0423,mg/L,2.177,verified,yes,no,yes,Inspection note states that required authorization was not produced during review. Mercury value and laboratory evidence were examined.,18,no,no,yes,yes,yes,yes,0.67,threshold-based,deidentified_rule_mapped,yes
CASE_0094,Stockholm-inspired,STO_R02,chemical_exporter,PCB_stock,storage,yes,yes,partial,unclear,80.7,360.5,kg,0.224,missing,yes,no,yes,Inspection note is incomplete and critical evidence could not be verified. POP exemption and disposal status were examined.,18,yes,no,yes,unclear,unknown,no,0.49,exemption-based,deidentified_rule_mapped,yes
CASE_0095,Montreal-inspired,MON_R04,importer,ODS_blend,sale,yes,yes,unclear,not_recorded,122.8,146,kg,0.841,valid,unclear,yes,no,Officer remark contains ambiguous mapping and unclear exemption status. ODS license and quota evidence were examined.,16,yes,yes,yes,unclear,unknown,partial,0.99,quota-based,deidentified_rule_mapped,yes
CASE_0096,Basel-inspired,BAS_R04,chemical_exporter,e_waste_residue,disposal_transfer,no,yes,not_required,not_applicable,776.1,1045.4,kg,0.742,valid,yes,no,yes,Officer remark reports valid documentation and no threshold exceedance. Hazardous waste movement trail was checked.,15,no,no,no,yes,no,yes,0.5,document-based,deidentified_rule_mapped,yes
CASE_0097,Basel-inspired,BAS_R01,chemical_exporter,hazardous_waste,movement,yes,yes,partial,not_recorded,190.6,1294.8,kg,0.147,unverified,unclear,no,yes,Officer remark contains ambiguous mapping and unclear exemption status. Hazardous waste movement trail was checked.,15,no,yes,yes,unclear,likely,partial,0.85,document-based,deidentified_rule_mapped,yes
CASE_0098,Montreal-inspired,MON_R03,importer,HCFC_batch,use,yes,yes,partial,unclear,104.9,125.8,kg,0.834,missing,unclear,yes,no,Inspection note is incomplete and critical evidence could not be verified. ODS license and quota evidence were examined.,18,yes,no,yes,yes,unknown,no,0.47,quota-based,deidentified_rule_mapped,yes
CASE_0099,Stockholm-inspired,STO_R04,industrial_facility,POP_contaminated_material,treatment,yes,yes,missing,invalid,320.5,254.8,kg,1.258,verified,yes,yes,no,Officer remark indicates regulated activity continued despite missing consent evidence. POP exemption and disposal status were examined.,17,no,no,yes,yes,yes,yes,0.88,exemption-based,deidentified_rule_mapped,yes
CASE_0100,Rotterdam-inspired,ROT_R01,importer,listed_pesticide,export,yes,yes,unclear,unclear,1834.9,2037,kg,0.901,unverified,yes,yes,yes,Officer remark reports missing record and unverified evidence quality. Export consent record was reviewed.,14,yes,no,yes,yes,unknown,no,1.01,consent-based,deidentified_rule_mapped,yes
CASE_0101,Montreal-inspired,MON_R01,importer,controlled_ODS,import,yes,yes,missing,not_applicable,1296.1,719.3,kg,1.802,valid,yes,yes,yes,Officer remark reports partial document trail and possible controlled activity. ODS license and quota evidence were examined.,17,yes,no,yes,yes,likely,partial,0.84,quota-based,deidentified_rule_mapped,yes
CASE_0102,Rotterdam-inspired,ROT_R02,industrial_facility,hazardous_chemical,cross_border_sale,yes,yes,unclear,unclear,1727.4,1566.9,kg,1.102,valid,unclear,yes,no,Inspection note conflicts with structured record and requires officer review. Export consent record was reviewed.,15,no,yes,yes,yes,unknown,partial,0.94,consent-based,deidentified_rule_mapped,yes
CASE_0103,Montreal-inspired,MON_R05,storage_operator,refrigerant_stock,import,yes,yes,refused,not_applicable,1291.5,653.9,kg,1.975,valid,yes,no,yes,Officer remark indicates regulated activity continued despite missing consent evidence. ODS license and quota evidence were examined.,17,no,no,yes,yes,yes,yes,0.5,quota-based,deidentified_rule_mapped,yes
CASE_0104,Rotterdam-inspired,ROT_R05,chemical_exporter,listed_formulation,cross_border_sale,yes,yes,expired,not_applicable,1569.9,1934.1,kg,0.812,partial,yes,yes,no,Officer remark reports partial document trail and possible controlled activity. Export consent record was reviewed.,15,no,no,yes,yes,likely,partial,0.34,consent-based,deidentified_rule_mapped,yes
CASE_0105,Minamata-inspired,MIN_R02,waste_handler,mercury_waste,waste_handling,yes,yes,conflicting,conflicting,0.0242,0.0291,mg/L,0.832,valid,unclear,yes,no,Audit observation shows mixed evidence requiring human legal review. Mercury value and laboratory evidence were examined.,16,no,yes,yes,yes,likely,partial,0.82,threshold-based,deidentified_rule_mapped,yes
CASE_0106,Montreal-inspired,MON_R01,chemical_exporter,controlled_ODS,import,yes,yes,missing,not_applicable,1521.4,719.3,kg,2.115,valid,yes,no,no,Audit observation indicates probable non-compliance pending final evidence verification. ODS license and quota evidence were examined.,16,no,no,yes,yes,likely,partial,0.69,quota-based,deidentified_rule_mapped,yes
CASE_0107,Stockholm-inspired,STO_R02,importer,PCB_stock,storage,yes,yes,unavailable,unclear,259.7,211.9,kg,1.226,missing,unclear,yes,no,Audit observation lacks enough support for a confirmed legal conclusion. POP exemption and disposal status were examined.,17,yes,no,yes,unclear,unknown,no,0.87,exemption-based,deidentified_rule_mapped,yes
CASE_0108,Basel-inspired,BAS_R05,importer,spent_acid,movement,no,no,valid,not_applicable,757.4,1028.8,kg,0.736,verified,not_required,yes,no,Inspection note confirms required record was available and no breach indicator was observed. Hazardous waste movement trail was checked.,19,no,no,no,no,no,yes,0.67,document-based,deidentified_rule_mapped,yes
CASE_0109,Rotterdam-inspired,ROT_R02,storage_operator,hazardous_chemical,cross_border_sale,yes,yes,expired,not_applicable,596.5,564.9,kg,1.056,valid,yes,no,yes,Audit observation confirms breach indicators with supporting document gap. Export consent record was reviewed.,14,no,no,yes,yes,yes,yes,0.81,consent-based,deidentified_rule_mapped,yes
CASE_0110,Rotterdam-inspired,ROT_R02,storage_operator,hazardous_chemical,cross_border_sale,yes,yes,missing,unclear,242.2,603,kg,0.402,missing,unclear,yes,yes,Audit observation lacks enough support for a confirmed legal conclusion. Export consent record was reviewed.,15,yes,no,yes,unclear,unknown,no,0.93,consent-based,deidentified_rule_mapped,yes
CASE_0111,Basel-inspired,BAS_R01,waste_handler,hazardous_waste,movement,yes,yes,refused,not_applicable,2752,4034.7,kg,0.682,valid,yes,no,no,Inspection note states that required authorization was not produced during review. Hazardous waste movement trail was checked.,17,no,no,yes,yes,yes,yes,0.34,document-based,deidentified_rule_mapped,yes
CASE_0112,Basel-inspired,BAS_R04,storage_operator,e_waste_residue,disposal_transfer,yes,yes,unavailable,not_recorded,586.4,1525,kg,0.385,invalid,yes,yes,yes,Officer remark reports missing record and unverified evidence quality. Hazardous waste movement trail was checked.,15,yes,no,yes,unclear,unknown,no,0.97,document-based,deidentified_rule_mapped,yes
CASE_0113,Rotterdam-inspired,ROT_R04,storage_operator,restricted_solvent,export,yes,yes,partial,unclear,1503.2,2326.9,kg,0.646,unverified,yes,yes,no,Officer remark reports missing record and unverified evidence quality. Export consent record was reviewed.,14,yes,no,yes,yes,unknown,no,0.67,consent-based,deidentified_rule_mapped,yes
CASE_0114,Basel-inspired,BAS_R03,industrial_facility,contaminated_sludge,transfer,yes,yes,refused,not_applicable,998.1,1072.5,kg,0.931,verified,yes,no,no,Inspection note states that required authorization was not produced during review. Hazardous waste movement trail was checked.,17,no,no,yes,yes,yes,yes,0.47,document-based,deidentified_rule_mapped,yes
CASE_0115,Stockholm-inspired,STO_R04,waste_handler,POP_contaminated_material,treatment,yes,yes,expired,invalid,320.3,305.8,kg,1.047,valid,yes,yes,yes,Audit observation indicates probable non-compliance pending final evidence verification. POP exemption and disposal status were examined.,16,yes,no,yes,yes,likely,partial,0.87,exemption-based,deidentified_rule_mapped,yes
CASE_0116,Minamata-inspired,MIN_R04,waste_handler,mercury_contaminated_effluent,treatment,yes,yes,available,not_applicable,0.031,0.0423,mg/L,0.733,valid,not_required,no,no,Audit observation shows activity did not trigger violation condition. Mercury value and laboratory evidence were examined.,16,no,no,yes,no,no,yes,0.82,threshold-based,deidentified_rule_mapped,yes
CASE_0117,Basel-inspired,BAS_R05,importer,spent_acid,movement,yes,yes,unavailable,unclear,727.1,4910.8,kg,0.148,missing,yes,yes,no,Officer remark reports missing record and unverified evidence quality. Hazardous waste movement trail was checked.,15,yes,no,yes,unclear,unknown,no,0.89,document-based,deidentified_rule_mapped,yes
CASE_0118,Rotterdam-inspired,ROT_R05,waste_handler,listed_formulation,cross_border_sale,yes,no,not_required,not_applicable,165.5,1440.4,kg,0.115,valid,not_required,yes,no,Audit observation shows activity did not trigger violation condition. Export consent record was reviewed.,14,no,no,no,no,no,yes,0.54,consent-based,deidentified_rule_mapped,yes
CASE_0119,Rotterdam-inspired,ROT_R03,storage_operator,industrial_precursor,shipment,yes,no,valid,valid,2152,2159,kg,0.997,valid,not_required,yes,no,Inspection note confirms required record was available and no breach indicator was observed. Export consent record was reviewed.,18,no,no,no,yes,no,yes,0.89,consent-based,deidentified_rule_mapped,yes
CASE_0120,Rotterdam-inspired,ROT_R02,importer,hazardous_chemical,cross_border_sale,yes,yes,not_required,not_applicable,814.6,811.8,kg,1.003,valid,yes,yes,yes,Audit observation shows activity did not trigger violation condition. Export consent record was reviewed.,14,no,no,yes,no,no,yes,0.87,consent-based,deidentified_rule_mapped,yes
CASE_0121,Minamata-inspired,MIN_R05,industrial_facility,mercury_air_emission,release,yes,yes,unclear,unclear,0.0358,0.0438,mg/L,0.817,missing,unclear,no,no,Officer remark reports missing record and unverified evidence quality. Mercury value and laboratory evidence were examined.,16,yes,no,yes,yes,unknown,no,0.73,threshold-based,deidentified_rule_mapped,yes
CASE_0122,Montreal-inspired,MON_R02,industrial_facility,CFC_stock,production,yes,yes,missing,not_applicable,322.2,266.5,kg,1.209,valid,yes,no,yes,Officer remark indicates regulated activity continued despite missing consent evidence. ODS license and quota evidence were examined.,17,no,no,yes,yes,yes,yes,0.44,quota-based,deidentified_rule_mapped,yes
CASE_0123,Basel-inspired,BAS_R02,industrial_facility,waste_solvent,export,yes,no,not_required,not_applicable,1400,2177.7,kg,0.643,verified,not_required,no,no,Audit observation shows activity did not trigger violation condition. Hazardous waste movement trail was checked.,15,no,no,no,no,no,yes,0.62,document-based,deidentified_rule_mapped,yes
CASE_0124,Stockholm-inspired,STO_R04,waste_handler,POP_contaminated_material,treatment,yes,yes,expired,invalid,118.7,102.3,kg,1.16,valid,yes,no,yes,Inspection note states that required authorization was not produced during review. POP exemption and disposal status were examined.,18,no,no,yes,yes,yes,yes,0.35,exemption-based,deidentified_rule_mapped,yes
CASE_0125,Rotterdam-inspired,ROT_R01,importer,listed_pesticide,export,yes,yes,refused,not_applicable,102.4,368.9,kg,0.278,verified,yes,yes,no,Inspection note states that required authorization was not produced during review. Export consent record was reviewed.,16,no,no,yes,yes,yes,yes,0.82,consent-based,deidentified_rule_mapped,yes
CASE_0126,Basel-inspired,BAS_R04,importer,e_waste_residue,disposal_transfer,yes,yes,available,valid,318,1811.8,kg,0.176,verified,not_required,no,no,Inspection note confirms required record was available and no breach indicator was observed. Hazardous waste movement trail was checked.,19,no,no,yes,no,no,yes,0.8,document-based,deidentified_rule_mapped,yes
CASE_0127,Basel-inspired,BAS_R05,chemical_exporter,spent_acid,movement,yes,yes,not_required,not_applicable,2124.9,4542.3,kg,0.468,verified,not_required,no,yes,Officer remark reports valid documentation and no threshold exceedance. Hazardous waste movement trail was checked.,15,no,no,yes,no,no,yes,0.44,document-based,deidentified_rule_mapped,yes
CASE_0128,Stockholm-inspired,STO_R02,waste_handler,PCB_stock,storage,yes,yes,unclear,invalid,91.7,313.1,kg,0.293,partial,yes,yes,yes,Audit observation indicates probable non-compliance pending final evidence verification. POP exemption and disposal status were examined.,16,no,no,yes,yes,likely,partial,0.47,exemption-based,deidentified_rule_mapped,yes
